String,Introduced,WHOIS Directory Service,Contacts
.glade,2015,http://whois.nic.glade/,"Johnson Shareholdings, Inc.;1521 Howe Street;Racine, Wisconsin 53403;US;Tel: +1 262 260 2620;http://nic.glade"
.glass,2013,http://whois.nic.glass/,"Black Cover, LLC;Black Cover, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.gle,2014,https://whois.nic.gle/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.global,2014,https://whois.nic.global/,"Rolf Larsen;Dot Global Domain Registry Limited;6th floor, South Bank House;Dublin, Dublin 4;IE;Tel: +1 8552822750;Email: contact@nic.global;http://nic.global"
.globo,2013,http://whois.nic.globo/,"Globo Comunicação e Participações S.A;Globo Comunicação e Participações S.A;Rua Lopes Quintas, 303Jardim Botânico;Rio de Janeiro, Rio de Janeiro 22460-010;BR;Tel: +55 21 2540 2000;Email: fapesp@corp.globo.com;http://globo.com"
.gmail,2014,https://whois.nic.gmail/,"Charleston Road Registry Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.gmbh,2016,https://whois.nic.gmbh/,"Donuts Inc.;Extra Dynamite, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.gmo,2014,https://whois.nic.gmo/,"GMO Internet Pte. Ltd.;Cerulean Tower, 26-1 Sakuragaokacho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81354562555;www.gmo.jp/en"
.gmx,2014,https://whois.nic.gmx/,"1&1 Mail & Media GmbH;1&1 Mail & Media GmbH;Brauerstr. 48;Karlsruhe, Baden-Württemberg 76135;DE;Tel: +49 721 91374 0;Fax: +49 721 91374 2978;Email: gmxregistry@1und1.de;http://www.gmx.de"
.godaddy,2015,https://whois.nic.godaddy/,"Go Daddy East, LLC;14455 N. Hayden Road Suite #219;Scottsdale, Arizona 85260;US;Tel: +1 480 505 8800;http://nic.godaddy"
.gold,2015,https://whois.nic.gold/,"Donuts Inc.;June Edge, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.goldpoint,2014,https://whois.nic.goldpoint/,"YODOBASHI CAMERA CO.,LTD.;Cerulean Tower 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com/en/"
.golf,2014,https://whois.nic.golf/,"Donuts Inc.;Lone falls, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.goo,2014,https://whois.nic.goo/,"NTT Resonant Inc.;Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81-3-5456-1601;http://www.gmoregistry.com/en/"
.goodhands,2015,https://whois.nic.goodhands/,"Allstate Fire and Casualty Insurance Company;3075 Sanders Road Suite H1A;Northbrook, Illinois 60062-7127;US;Tel: +1 847 402 5000;Fax: +1 847 326 7524;Email: ngtld-allstate@cscglobal.com;http://nic.goodhands"
.goodyear,2015,https://whois.nic.goodyear/,"The Goodyear Tire & Rubber Company;1144 East Market Street;Akron, Ohio 44316-0001;US;Tel: +1 330 796 2121;Fax: +1 330 796 2222;Email: ngtld-goodyear@cscglobal.com;http://nic.goodyear"
.goog,2014,https://whois.nic.goog/,"Charleston Road Registry;Charleston Road Registry Inc.;1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.google,2014,https://whois.nic.google/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.gop,2014,https://whois.nic.gop/,"Republican State Leadership Committee (Top Level Registry Inc.);Republican State Leadership Committee (Top Level Registry Inc.);1201 F Street Northwest,;Washington, DC 20004;US;Tel: (202) 440-5160;www.join.gop"
.got,2014,https://whois.nic.got/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +12062661000;Fax: +12069467702;Email: contactgot@amazon.com;http://www.nic.got/"
.grainger,2015,https://whois.nic.grainger/,"Grainger Registry Services, LLC;100 Grainger Parkway;Lake Forest, Illinois 60045;US;Tel: +1 847 535 1000;Email: graingerregistryserivces@grainger.com;http://nic.grainger/"
.graphics,2013,http://whois.nic.graphics/,"Over Madison, LLC;Over Madison, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.gratis,2014,http://whois.nic.gratis/,"Donuts Inc.;Pioneer Tigers, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.green,2014,https://whois.nic.green/,"DotGreen Registry Limited;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.gripe,2014,http://whois.nic.gripe/,"Corn Sunset, LLC (Donuts Inc.);Corn Sunset, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.grocery,2016,https://whois.nic.grocery/,"Wal-Mart Stores, Inc.;702 Southwest 8th Street;Bentonville, AR 72716;US;Tel: +1 479 273 4505;Fax: +1 479 277 5991;Email: walmartregistries@fairwindspartners.com;http://www.walmartstores.com"
.group,2014,https://whois.nic.group/,"Donuts Inc.;Romeo Town, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.guardian,2015,http://whois.nic.guardian/,"The Guardian Life Insurance Company of America;7 Hanover Square;New York, New York 10004;US;Tel: +1 212 598 8000;Fax: +1 212 919 2690;Email: guardianregistry@fairwindspartners.com;http://nic.guardian"
.gucci,2014,https://whois.nic.gucci/,"Guccio Gucci S.p.a.;Via Tornabuoni, 73r;Florence, FI 50123;IT;Tel: +39 055 759221;Email: newdomain@it.gucci.com;www.nic.gucci"
.guge,2014,https://whois.nic.guge/,"Charleston Road Registry;Charleston Road Registry Inc.;1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.guide,2013,http://whois.nic.guide/,"Snow Moon, LLC (Donuts, Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.guitars,2013,https://whois.nic.guitars/,"Uniregistry, Corp.;Uniregistry, Corp.;Governors Square, Unit 3-110, 23 Lime Tree Bay Avenue, PO Box 1361;George Town, Grand Cayman, KY KY1-1108;KY;Tel: 13457496263;http://www.uniregistry.com/"
.guru,2013,http://whois.nic.guru/,"Pioneer Cypress, LLC;Pioneer Cypress, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.hair,2015,https://whois.nic.hair/,"L'Oréal;10 Hudson Yards;New York, NY 10001;US;Tel: (212) 818-1500;http://www.loreal.com"
.hamburg,2014,https://whois.nic.hamburg/,"Oliver Joachim Sueme;Hamburg Top-Level-Domain GmbH;Neuer Wall 10;Hamburg, Hamburg 20354;DE;Tel: 49 40 27806736;Email: registry@nic.hamburg;http://www.nic.hamburg"
.hangout,2014,https://whois.nic.hangout/,"Charleston Road Registry;Charleston Road Registry Inc.;1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.haus,2013,http://whois.nic.haus/,"United TLD Holdco Ltd.;One Clarendon Row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.hbo,2015,https://whois.nic.hbo/,"Domain Administrator;HBO Registry Services, Inc.;1100 Avenue of the Americas;New York, New York 10036;US;Tel: +1 212 512 1000;Fax: +1 212 512 1986;Email: primary_hbo@valideus.com;nic.hbo"
.hdfc,2015,https://whois.nic.hdfc/,"HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED;Ramon House169 Backbay Reclamation, Churchgate;Mumbai, Maharashtra 400020;IN;Tel: +912266316209;Fax: +912222811203;Email: hdfcgtld@hdfc.com;http://www.hdfc.com"
.hdfcbank,2015,http://whois.nic.hdfcbank/,"HDFC Bank Limited;HDFC Bank House, Senapati Bapat Marg, Lower Parel (West);Mumbai, Maharashtra 400013;IN;Tel: +91 22 33959000;http://www.hdfcbank.com"
.health,2015,https://whois.nic.health/,"DotHealth, LLC;120 SW 8th St;Miami, Florida 33130;US;Tel: (305) 372-0075;Fax: (305) 372-0076;Email: info@dothealth.co;http://www.dothealth.co"
.healthcare,2014,http://whois.nic.healthcare/,"Silver Glen, LLC;Silver Glen, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.help,2014,https://whois.nic.help/,"Managing Director;Uniregistry, Corp.;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: fobispo@uniregistry.com;http://www.uniregistry.com"
.helsinki,2015,http://whois.nic.helsinki/,"City of Helsinki;Pohjoisesplanadi 11-13, P.O.B. 1;00099 CITY OF HELSINKI, Helsinki 00099;FI;Tel: +358-9-3101641;Fax: +358-9-655783;Email: kaupunginkanslia@hel.fi;http://www.hel.fi/"
.here,2014,https://whois.nic.here/,"Charleston Road Registry, Inc;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: (650) 253-0000;www.registry.google"
.hermes,2014,https://whois.nic.hermes/,"HERMES INTERNATIONAL;24 Rue du Faubourg Saint-Honoré;Paris, IDF 75008;FR;Tel: +4533886365;Fax: +4533886101;Email: hermes@gtld.com;http://www.hermes.com"
.hgtv,2015,https://whois.nic.hgtv/,"Jennifer Wolfe;Lifestyle Domain Holdings, Inc.;9712 Sherrill Blvd.;Knoxville, Tennessee 37932;US;Tel: 0018656942700;Email: jwolfe@dotbrand360.agency;about.hgtv"
.hiphop,2014,https://whois.nic.hiphop/,"Uniregistry, Corp.;Uniregistry, Corp.;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: contact@uniregistry.com;http://www.uniregistry.com"
.hisamitsu,2015,https://whois.nic.hisamitsu/,"Hisamitsu Pharmaceutical Co.,Inc.;408 Tashirodaikan-machi;Tosu-shi, Saga 841-0017;JP;Tel: +81 3 5521 0107;Fax: +81 3 5521 0117;Email: nakagawa_07@brights.jp;http://www.hisamitsu.co.jp/"
.hitachi,2014,https://whois.nic.hitachi/,"Hitachi, Ltd.;Cerulean Tower 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81-3-5456-1601;http://www.hitachi.co.jp"
.hiv,2014,https://whois.nic.hiv/,"Uniregistry, Corp.;Melchiorstr. 26;Berlin, Berlin 10179;DE;Tel: +49 30 91 564 707;Fax: +49 30 55 207 087;Email: mail@dothiv.org;http://www.dothiv.org"
.hkt,2015,https://whois.nic.hkt/,".hkt;39/F., PCCW Tower, Taikoo Place, Quarry Bay;Hong Kong, N/A N/A;HK;Tel: +852 2888 2888;Email: gtld@pccw.com;www.nic.hkt"
.hockey,2015,https://whois.nic.hockey/,"Donuts Inc.;Half Willow, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.holdings,2013,http://whois.nic.holdings/,"John Madison, LLC;John Madison, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.holiday,2013,http://whois.nic.holiday/,"Goose Woods, LLC;Goose Woods, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.homedepot,2015,https://whois.nic.homedepot/,"Homer TLC, Inc.;1007 Orange StreetSuite 1424;Wilmington, Delaware 19801;US;Tel: +1 770 433 8211;http://www.homedepot.com/"
.homegoods,2015,https://whois.nic.homegoods/,"The TJX Companies, Inc.;770 Cochituate Road;Framingham, Massachusetts 01701;US;Tel: 5083901000;Fax: 5083905022;Email: tjxregistries@fairwindspartners.com;http://www.tjx.com"
.homes,2014,https://whois.nic.homes/,"DERHomes, LLC;DERHomes, LLC;150 Granby Street;Norfolk, VA 23510;US;Tel: (757) 351-8802;Email: tldadmin@dominionenterprises.com;http://www.dominionenterprises.com/"
.homesense,2015,https://whois.nic.homesense/,"The TJX Companies, Inc.;770 Cochituate Road;Framingham, Massachusetts 01701;US;Tel: 5083901000;Fax: 5083905022;Email: tjxregistries@fairwindspartners.com;http://www.tjx.com"
.honda,2014,https://whois.nic.honda/,"Honda Motor Co., Ltd.;2-1-1, Minami-Aoyama;Minato-ku, Tokyo 107-8556;JP;Tel: +81 3 5521 0107;Email: nakagawa_04@brights.jp;http://www.honda.co.jp/"
.honeywell,2015,https://whois.nic.honeywell/,"Honeywell GTLD LLC;101 Columbia Road;Morristown, New Jersey 07962;US;Tel: +1 973 455 2000;http://honeywell.com"
.horse,2013,https://whois.nic.horse/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.hospital,2016,https://whois.nic.hospital/,"Donuts Inc.;Ruby Pike, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;http://www.donuts.domains"
.host,2014,https://whois.nic.host/,"DotHost Inc. (Radix);F/19, BC1, Ras Al Khaimah FTZ, P.O Box # 16113;Ras Al Khaimah, Ras Al Khaimah 16113;AE;Tel: +1 415 449 4774;Email: contact@radixregistry.com;http://www.radixregistry.com"
.hosting,2014,https://whois.nic.hosting/,"Managing Director;Uniregistry, Corp.;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: fobispo@uniregistry.com;http://www.uniregistry.com"
.hot,2015,https://whois.nic.hot/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contacthot@amazon.com;http://www.nic.hot"
.hoteles,2015,https://whois.nic.hoteles/,"Travel Reservations SRL;Ruta 8 Kilometre 17,500 Synergia Building, Office 101, Zonamerica;Zonamerica, Montevideo 1600;UY;Tel: +54 11 4894 3500;Fax: +54 11 4894 3500;Email: bourne.ds@fairwindspartners.com;http://www.despegar.com"
.hotels,2016,https://whois.nic.hotels/,"Booking.com B.V.;Herengracht 597;Amsterdam, Noord-Holland 1017 CE;NL;Tel: +31 20 712 5600;Fax: +31 20 7125609;Email: gtld@booking.com;http://www.booking.com"
.hotmail,2014,https://whois.nic.hotmail/,"Microsoft Corporation;One Microsoft Way;Redmond, Washington 98052-7329;US;Tel: +1 425 882 8080;Fax: +1 425 706 7329;Email: tlddom@microsoft.com;http://nic.hotmail"
.house,2013,http://whois.nic.house/,"Sugar Park, LLC;Sugar Park, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.how,2014,https://whois.nic.how/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.hsbc,2014,https://whois.nic.hsbc/,"HSBC Global Services (UK) Limited;8 Canada SquareCanary Wharf;London, London E14 5HQ;GB;Tel: +44 (0) 2079918888;http://nic.hsbc"
.htc,2015,https://whois.nic.htc/,"HTC corporation;No.88, Sec. 3, Zhongxing Rd., Xindian Dist.,;New Taipei City, New Taipei City 231;TW;Tel: +886 289124138;Email: foreign@net-chinese.com.tw;http://www.htc.com"
.hughes,2015,https://whois.nic.hughes/,"Hughes Satellite Systems Corporation;100 Inverness Terrace East;Englewood, Colorado 80112;US;Tel: (303) 706-4000;Fax: (301) 428-2818;Email: echostarnewgtlds@cscinfo.com;http://nic.hughes"
.hyatt,2015,https://whois.nic.hyatt/,"Hyatt GTLD, L.L.C.;71 S. Wacker Drive;Chicago, Illinois 60606;US;Tel: +1 312 750 1234;Fax: +1 312 780 5284;Email: hyattregistry@fairwindspartners.com;nic.hyatt"
.hyundai,2015,https://whois.nic.hyundai/,"Hyundai Motor Company;231 Yangjae-dong;Seocho-gu, Seoul 137-130;KR;Tel: +81 3 5521 0107;Email: nakagawa_21@brights.jp;http://www.hyundai.com"
.ibm,2014,https://whois.nic.ibm/,"Yaser Doleh;International Business Machines Corporation;New Orchard Road;Armonk, New York 10504;US;Tel: +1 914 499 1900;Email: ydoleh@us.ibm.com;http://www.ibm.com"
.icbc,2015,https://whois.nic.icbc/,"Industrial and Commercial Bank of China Limited;15F，Tower D, Desheng Intenational Center, No.77 DeshengMenWai Avenue,Xicheng District;Beijing, Beijing 100088;CN;Tel: 86-10-82096408;Fax: 86-10-82096262;Email: web@ebc.icbc.com.cn;http://www.icbc.com.cn/icbc/%e5%9f%9f%e5%90%8d%e6%b3%a8%e5%86%8c%e5%b1%80/default.htm"
.ice,2014,https://whois.nic.ice/,"ICE GTLD;Intercontinental Exchange, Inc.;5660 New Northside Dr;Atlanta, Georgia 30328;US;Tel: +1 770 857 4700;Fax: +1 770 857 4755;Email: registry@theice.com;http://www.theice.com"
.icu,2015,https://whois.nic.icu/,"One.com A/S;Kalvebod Brygge 24;Copenhagen V, Copenhagen V 1560;DK;Tel: +4544453000;Fax: +4544453001;Email: info@oneregistry.co;http://www.oneregistry.co"
.ieee,2015,https://whois.nic.ieee/,"IEEE Global LLC;445 Hoes Lane;Piscataway, New Jersey 08854;US;Tel: +1 732 981 3432;Fax: +1 732 981 0027;Email: primary_ieee@valideus.com;http://nic.ieee"
.ifm,2014,https://whois.nic.ifm/,"Dietmar Schettgen;ifm electronic gmbh;Friedrichstr. 1;Essen, NRW 45128;DE;Tel: +4920124220;Fax: +4920124221200;Email: info@ifm.com;www.ifm.com"
.ikano,2015,https://whois.nic.ikano/,"Ikano S.A.;1, rue Nicolas Welter;Luxembourg, Luxembourg 2740;LU;Tel: +352 26 4422;Fax: +352 26 4422100;Email: nic@ikano.lu;http://nic.ikano"
.imamat,2015,https://whois.nic.imamat/,"Fondation Aga Khan (Aga Khan Foundation);1 - 3 avenue de la Paix;Geneva, n/a 1202;CH;Tel: +41 22 909 7200;Fax: +41 22 909 7291;Email: akftld.imamat@akdn.org;http://www.akdn.org"
.imdb,2015,https://whois.nic.imdb/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactimdbtld@amazon.com;http://www.nic.imdb"
.immo,2014,http://whois.nic.immo/,"Donuts Inc.;Auburn Bloom, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: (424) 254-8537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
.immobilien,2013,https://whois.nic.immobilien/,"United TLD Holdco Ltd;United TLD Holdco Ltd;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.industries,2013,http://whois.nic.industries/,"Outer House, LLC;Outer House, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.infiniti,2014,https://whois.nic.infiniti/,"NISSAN MOTOR CO., LTD.(GMO Registry, Inc.);Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com"
.info,2001,http://whois.afilias.net/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, 1;IE;Tel: + 353 18541100;Fax: + 353 17918569;Email: tldprimary@afilias.info;http://www.afilias.info/contact-us"
.ing,2014,https://whois.nic.ing/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.ink,2013,https://whois.nic.ink/,"Andrew Merriam;Top Level Design, LLC;742 Ocean Club Place;Fernandina Beach, Florida 32034;US;Tel: +1 (503) 227 0611;Fax: +1 678-884-1468;Email: info@toplevel.design;http://toplevel.design"
.institute,2013,http://whois.nic.institute/,"Outer Maple, LLC;Outer Maple, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.insurance,2015,https://whois.nic.insurance/,"fTLD Registry Services LLC;600 13th Street, NW;Washington, District of Columbia 20005;US;Tel: +1 202 589 2532;Email: ftld@ftld.com;https://www.ftld.com"
